rmse,mae,r2,env_id,n
2.7001856149405552e-05,2.0128686876976484e-05,0.9999999999996494,INWI_2004,69
2.7024318654433302e-05,2.305029892460059e-05,0.9999999999992827,WIDE_2003,82
2.7095154158946124e-05,2.5854078388473975e-05,0.9999999999978421,INNE_2001,59
2.7206837122445168e-05,2.4812825522555773e-05,0.9999999999973443,IAWE_2003,69
2.727484795772982e-05,2.6367797852344664e-05,0.9999999999932414,ILWC_2007,40
2.7331517278657913e-05,2.5992468631798285e-05,0.9999999999977323,NEPO_2004,66
2.7353580074799705e-05,2.5972877358741107e-05,0.999999999998716,WIJA_2004,53
2.7359082910377945e-05,2.6473775723688293e-05,0.9999999999981608,IAWO_2007,41
2.737421070381545e-05,2.6490439135005224e-05,0.9999999999955558,IADA_2005,62
2.7403618285330464e-05,2.4878317212427185e-05,0.9999999999984394,IASA_2004,63
2.7439018606966167e-05,2.5996093748972272e-05,0.9999999999978191,WIPL_2006,25
2.7524607043401558e-05,2.6753743487262227e-05,0.9999999999969316,IAHA_2004,24
2.7733837559557432e-05,2.7019042968439472e-05,0.9999999999962051,MNMA_2002,70
2.779808440431849e-05,2.527022688486515e-05,0.9999999999978721,ILBE_2002,73
2.7822789827655514e-05,2.4475451484490343e-05,0.9999999999992831,MOWA_2005,69
2.7827759921211545e-05,2.641712535478291e-05,0.9999999999979329,NEBR_2001,22
2.7891527362010934e-05,2.706270439695567e-05,0.9999999999970989,ILGO_2001,43
2.8052823080569885e-05,2.7464773995283006e-05,0.999999999995504,MOMI_2004,70
2.8098852456939697e-05,2.6098632809458246e-05,0.9999999999985969,NEAR_2004,18
2.8114533133343315e-05,2.7065277099946883e-05,0.9999999999976581,ILBM_2001,64
2.8143359008178964e-05,2.6694064669720143e-05,0.9999999999969246,IAMD_2004,72
2.829045944518717e-05,2.6612490700017588e-05,0.9999999999963466,NCPL_2005,21
2.8310642125228046e-05,2.7546183267427676e-05,0.9999999999992142,INCC_2005,48
2.8311837202761354e-05,2.7313767816893457e-05,0.999999999996509,MNOL_2002,57
2.8320908734208962e-05,2.7305353337810217e-05,0.9999999999976051,INNE_2003,55
